Index,orig_lang
2512,Chinese
2513,Hindi
2514,Spanish
2514,Castilian
2515,English
2516,Korean
2517,English
2518,French
2519,English
2520,English
2521,English
2522,English
2523,English
2524,English
2525,English
2526,English
2527,English
2528,Chinese
2529,Spanish
2529,Castilian
2530,Japanese
2531,English
2532,English
2533,English
2534,English
2535,Korean
2536,English
2537,English
2538,English
2539,Japanese
2540,French
2541,Japanese
2542,Russian
2543,English
2544,English
2545,Spanish
2545,Castilian
2546,English
2547,Japanese
2548,English
2549,English
2550,English
2551,English
2552,Chinese
2553,English
2554,Japanese
2555,Japanese
2556,English
2557,English
2558,English
2559,Cantonese
2560,English
2561,English
2562,English
2563,English
2564,English
2565,English
2566,English
2567,English
2568,English
2569,English
2570,English
2571,Japanese
2572,Cantonese
2573,English
2574,English
2575,English
2576,English
2577,English
2578,Korean
2579,Japanese
2580,English
2581,English
2582,English
2583,English
2584,Japanese
2585,English
2586,Spanish
2586,Castilian
2587,Korean
2588,English
2589,English
2590,Japanese
2591,English
2592,English
2593,English
2594,English
2595,English
2596,English
2597,English
2598,French
2599,English
2600,English
2601,Spanish
2601,Castilian
2602,English
2603,English
2604,English
2605,English
2606,German
2607,English
2608,English
2609,English
2610,Japanese
2611,Galician
2612,English
2613,English
2614,English
2615,English
2616,English
2617,English
2618,English
2619,Japanese
2620,English
2621,English
2622,English
2623,Japanese
2624,English
2625,English
2626,English
2627,English
2628,Japanese
2629,English
2630,Japanese
2631,English
2632,English
2633,English
2634,English
2635,Japanese
2636,Japanese
2637,English
2638,English
2639,English
2640,Japanese
2641,English
2642,English
2643,English
2644,English
2645,English
2646,English
2647,English
2648,Japanese
2649,Chinese
2650,Spanish
2650,Castilian
2651,English
2652,Korean
2653,Italian
2654,English
2655,English
2656,English
2657,Dutch
2657,Flemish
2658,English
2659,English
2660,English
2661,English
2662,English
2663,English
2664,English
2665,English
2666,English
2667,English
2668,Spanish
2668,Castilian
2669,English
2670,English
2671,English
2672,English
2673,English
2674,Tagalog
2675,English
2676,French
2677,French
2678,Korean
2679,English
2680,English
2681,Polish
2682,Japanese
2683,English
2684,English
2685,English
2686,Japanese
2687,English
2688,Korean
2689,English
2690,English
2691,English
2692,Spanish
2692,Castilian
2693,English
2694,French
2695,English
2696,Japanese
2697,French
2698,English
2699,English
2700,English
2701,English
2702,Spanish
2702,Castilian
2703,English
2704,English
2705,English
2706,English
2707,English
2708,English
2709,English
2710,English
2711,English
2712,Polish
2713,Italian
2714,Chinese
2715,English
2716,Spanish
2716,Castilian
2717,English
2718,English
2719,Japanese
2720,English
2721,Japanese
2722,English
2723,Spanish
2723,Castilian
2724,Japanese
2725,English
2726,Italian
2727,Korean
2728,English
2729,English
2730,English
2731,English
2732,English
2733,English
2734,English
2735,Spanish
2735,Castilian
2736,English
2737,Japanese
2738,English
2739,English
2740,English
2741,English
2742,English
2743,English
2744,Korean
2745,English
2746,French
2747,English
2748,English
2749,English
2750,English
2751,English
2752,English
2753,English
2754,English
2755,English
2756,Japanese
2757,Spanish
2757,Castilian
2758,English
2759,Cantonese
2760,English
2761,Japanese
2762,English
2763,English
2764,English
2765,Spanish
2765,Castilian
2766,Korean
2767,Italian
2768,English
2769,Korean
2770,Cantonese
2771,English
2772,English
2773,English
2774,English
2775,English
2776,English
2777,English
2778,Italian
2779,Italian
2780,Italian
2781,Italian
2782,English
2783,Japanese
2784,English
2785,English
2786,English
2787,English
2788,Japanese
2789,English
2790,English
2791,English
2792,Portuguese
2793,English
2794,English
2795,Japanese
2796,English
2797,English
2798,English
2799,Japanese
2800,English
2801,Spanish
2801,Castilian
2802,English
2803,English
2804,English
2805,English
2806,English
2807,English
2808,Spanish
2808,Castilian
2809,English
2810,English
2811,English
2812,English
2813,English
2814,English
2815,English
2816,English
2817,English
2818,English
2819,Tagalog
2820,English
2821,English
2822,English
2823,English
2824,English
2825,English
2826,Russian
2827,English
2828,Tagalog
2829,English
2830,English
2831,Vietnamese
2832,English
2833,Chinese
2834,English
2835,English
2836,English
2837,English
2838,English
2839,English
2840,English
2841,English
2842,English
2843,Korean
2844,English
2845,English
2846,English
2847,English
2848,English
2849,English
2850,English
2851,Korean
2852,English
2853,English
2854,Italian
2855,French
2856,Spanish
2856,Castilian
2857,English
2858,Spanish
2858,Castilian
2859,English
2860,English
2861,Japanese
2862,English
2863,English
2864,English
2865,English
2866,English
2867,English
2868,Japanese
2869,English
2870,English
2871,English
2872,English
2873,English
2874,Japanese
2875,English
2876,Italian
2877,English
2878,English
2879,English
2880,English
2881,English
2882,English
2883,English
2884,English
2885,English
2886,English
2887,English
2888,English
2889,Korean
2890,English
2891,English
2892,English
2893,English
2894,English
2895,English
2896,English
2897,Korean
2898,English
2899,French
2900,English
2901,English
2902,English
2903,English
2904,English
2905,Chinese
2906,Cantonese
2907,English
2908,English
2909,Korean
2910,English
2911,English
2912,French
2913,Spanish
2913,Castilian
2914,Norwegian
2915,English
2916,English
2917,English
2918,Japanese
2919,English
2920,English
2921,English
2922,Italian
2923,English
2924,Japanese
2925,English
2926,English
2927,English
2928,English
2929,English
2930,English
2931,Korean
2932,English
2933,English
2934,English
2935,English
2936,Korean
2937,English
2938,English
2939,Tamil
2940,English
2941,English
2942,English
2943,English
2944,English
2945,English
2946,English
2947,English
2948,English
2949,Portuguese
2950,Japanese
2951,English
2952,English
2953,English
2954,English
2955,English
2956,English
2957,English
2958,English
2959,English
2960,Japanese
2961,English
2962,Spanish
2962,Castilian
2963,English
2964,English
2965,Ukrainian
2966,English
2967,English
2968,English
2969,Telugu
2970,English
2971,English
2972,English
2973,English
2974,Japanese
2975,English
2976,English
2977,Korean
2978,English
2979,English
2980,English
2981,Spanish
2981,Castilian
2982,English
2983,English
2984,English
2985,English
2986,Japanese
2987,English
2988,English
2989,French
2990,Italian
2991,English
2992,Spanish
2992,Castilian
2993,English
2994,English
2995,English
2996,Japanese
2997,English
2998,English
2999,English
3000,English
3001,English
3002,English
3003,English
3004,Spanish
3004,Castilian
3005,Korean
3006,English
3007,Korean
3008,English
3009,Cantonese
3010,Spanish
3010,Castilian
3011,English
3012,Korean
3013,English
3014,Japanese
3015,English
3016,Korean
3017,English
3018,English
3019,English
3020,Korean
3021,English
3022,English
3023,English
3024,English
3025,English
3026,English
3027,English
3028,Japanese
3029,English
3030,English
3031,English
3032,English
3033,English
3034,English
3035,Korean
3036,Chinese
3037,English
3038,English
3039,English
3040,Japanese
3041,English
3042,English
3043,Polish
3044,English
3045,English
3046,Japanese
3047,English
3048,English
3049,English
3050,English
3051,English
3052,Japanese
3053,English
3054,English
3055,Japanese
3056,English
3057,English
3058,English
3059,English
3060,English
3061,Korean
3062,English
3063,English
3064,English
3065,English
3066,English
3067,English
3068,Russian
3069,English
3070,Cantonese
3071,English
3072,English
3073,Thai
3074,English
3075,Cantonese
3076,English
3077,English
3078,Japanese
3079,Japanese
3080,French
3081,English
3082,English
3083,English
3084,English
3085,English
3086,Indonesian
3087,Spanish
3087,Castilian
3088,Japanese
3089,Spanish
3089,Castilian
3090,Tagalog
3091,English
3092,English
3093,English
3094,English
3095,Korean
3096,English
3097,Japanese
3098,English
3099,English
3100,Japanese
3101,Korean
3102,English
3103,Tagalog
3104,English
3105,English
3106,English
3107,English
3108,English
3109,English
3110,English
3111,English
3112,English
3113,English
3114,English
3115,English
3116,English
3117,Hindi
3118,English
3119,English
3120,Tagalog
3121,English
3122,English
3123,English
3124,English
3125,English
3126,English
3127,English
3128,English
3129,Japanese
3130,English
3131,English
3132,English
3133,English
3134,English
3135,Japanese
3136,Korean
3137,Chinese
3138,English
3139,Cantonese
3140,English
3141,English
3142,English
3143,Cantonese
3144,English
3145,English
3146,English
3147,English
3148,English
3149,Thai
3150,English
3151,English
3152,English
3153,English
3154,English
3155,English
3156,English
3157,English
3158,English
3159,English
3160,English
3161,English
3162,English
3163,English
3164,English
3165,French
3166,English
3167,Italian
3168,English
3169,English
3170,English
3171,English
3172,English
3173,English
3174,Spanish
3174,Castilian
3175,Japanese
3176,English
3177,English
3178,English
3179,Japanese
3180,English
3181,English
3182,English
3183,English
3184,English
3185,English
3186,Japanese
3187,Spanish
3187,Castilian
3188,Spanish
3188,Castilian
3189,English
3190,English
3191,Spanish
3191,Castilian
3192,English
3193,English
3194,English
3195,English
3196,Italian
3197,English
3198,Japanese
3199,English
3200,English
3201,Japanese
3202,English
3203,Italian
3204,Turkish
3205,English
3206,English
3207,English
3208,English
3209,English
3210,English
3211,Chinese
3212,English
3213,English
3214,English
3215,French
3216,Italian
3217,English
3218,English
3219,English
3220,English
3221,English
3222,Spanish
3222,Castilian
3223,English
3224,English
3225,English
3226,English
3227,English
3228,English
3229,Spanish
3229,Castilian
3230,Spanish
3230,Castilian
3231,English
3232,Spanish
3232,Castilian
3233,English
3234,English
3235,English
3236,English
3237,Chinese
3238,English
3239,English
3240,English
3241,English
3242,Korean
3243,English
3244,English
3245,Cantonese
3246,Spanish
3246,Castilian
3247,Norwegian
3248,Tagalog
3249,English
3250,English
3251,French
3252,English
3253,English
3254,English
3255,Cantonese
3256,English
3257,English
3258,Spanish
3258,Castilian
3259,Japanese
3260,English
3261,English
3262,English
3263,English
3264,Spanish
3264,Castilian
3265,English
3266,English
3267,English
3268,English
3269,English
3270,English
3271,English
3272,English
3273,English
3274,English
3275,Cantonese
3276,English
3277,Spanish
3277,Castilian
3278,English
3279,English
3280,English
3281,English
3282,English
3283,English
3284,English
3285,Korean
3286,English
3287,English
3288,English
3289,English
3290,English
3291,English
3292,French
3293,Japanese
3294,English
3295,English
3296,English
3297,Russian
3298,English
3299,English
3300,Japanese
3301,English
3302,English
3303,English
3304,English
3305,Japanese
3306,English
3307,Danish
3308,English
3309,English
3310,English
3311,English
3312,English
3313,Russian
3314,English
3315,English
3316,English
3317,English
3318,English
3319,English
3320,Greek
3321,English
3322,Cantonese
3323,Spanish
3323,Castilian
3324,Japanese
3325,English
3326,English
3327,English
3328,English
3329,English
3330,English
3331,English
3332,English
3333,Portuguese
3334,Spanish
3334,Castilian
3335,English
3336,English
3337,English
3338,Japanese
3339,English
3340,Japanese
3341,Italian
3342,English
3343,English
3344,English
3345,English
3346,English
3347,Japanese
3348,English
3349,Cantonese
3350,English
3351,English
3352,English
3353,English
3354,English
3355,Japanese
3356,Spanish
3356,Castilian
3357,Japanese
3358,English
3359,Tagalog
3360,English
3361,English
3362,English
3363,English
3364,English
3365,English
3366,English
3367,Japanese
3368,Japanese
3369,Thai
3370,English
3371,Danish
3372,English
3373,English
3374,Spanish
3374,Castilian
3375,English
3376,English
3377,Korean
3378,English
3379,English
3380,English
3381,English
3382,English
3383,English
3384,Korean
3385,English
3386,English
3387,English
3388,English
3389,English
3390,English
3391,Chinese
3392,Japanese
3393,English
3394,English
3395,English
3396,English
3397,English
3398,English
3399,English
3400,Thai
3401,Spanish
3401,Castilian
3402,English
3403,Tagalog
3404,English
3405,Spanish
3405,Castilian
3406,English
3407,English
3408,English
3409,English
3410,English
3411,Hindi
3412,English
3413,English
3414,English
3415,English
3416,English
3417,English
3418,English
3419,English
3420,Japanese
3421,English
3422,Japanese
3423,Russian
3424,English
3425,English
3426,English
3427,English
3428,English
3429,Korean
3430,Japanese
3431,Korean
3432,French
3433,Norwegian
3434,English
3435,English
3436,English
3437,English
3438,English
3439,English
3440,English
3441,English
3442,English
3443,English
3444,Spanish
3444,Castilian
3445,Korean
3446,English
3447,English
3448,English
3449,English
3450,English
3451,English
3452,Spanish
3452,Castilian
3453,English
3454,English
3455,Italian
3456,English
3457,English
3458,Portuguese
3459,Japanese
3460,English
3461,English
3462,Cantonese
3463,Russian
3464,English
3465,English
3466,Portuguese
3467,English
3468,English
3469,Korean
3470,English
3471,Spanish
3471,Castilian
3472,English
3473,Tagalog
3474,English
3475,English
3476,Danish
3477,English
3478,Spanish
3478,Castilian
3479,English
3480,English
3481,English
3482,English
3483,English
3484,English
3485,English
3486,English
3487,English
3488,English
3489,English
3490,English
3491,Spanish
3491,Castilian
3492,Japanese
3493,Japanese
3494,English
3495,English
3496,English
3497,English
3498,English
3499,English
3500,English
3501,English
3502,English
3503,English
3504,English
3505,English
3506,English
3507,Korean
3508,Korean
3509,Chinese
3510,English
3511,English
3512,English
3513,English
3514,English
3515,English
3516,English
3517,Korean
3518,Italian
3519,Italian
3520,English
3521,English
3522,English
3523,English
3524,Polish
3525,English
3526,English
3527,Chinese
3528,English
3529,Telugu
3530,English
3531,English
3532,Japanese
3533,English
3534,English
3535,Japanese
3536,English
3537,English
3538,Spanish
3538,Castilian
3539,Spanish
3539,Castilian
3540,Japanese
3541,English
3542,Thai
3543,English
3544,English
3545,Spanish
3545,Castilian
3546,English
3547,Japanese
3548,English
3549,English
3550,Cantonese
3551,Japanese
3552,English
3553,English
3554,Chinese
3555,English
3556,English
3557,Japanese
3558,English
3559,Japanese
3560,English
3561,English
3562,English
3563,Japanese
3564,Japanese
3565,English
3566,English
3567,English
3568,English
3569,English
3570,English
3571,English
3572,Japanese
3573,Spanish
3573,Castilian
3574,French
3575,French
3576,Cantonese
3577,English
3578,Japanese
3579,English
3580,Spanish
3580,Castilian
3581,English
3582,English
3583,French
3584,English
3585,English
3586,English
3587,English
3588,English
3589,English
3590,English
3591,Spanish
3591,Castilian
3592,Italian
3593,English
3594,English
3595,English
3596,English
3597,English
3598,English
3599,Japanese
3600,English
3601,English
3602,English
3603,Korean
3604,English
3605,English
3606,Japanese
3607,English
3608,English
3609,Polish
3610,English
3611,English
3612,English
3613,English
3614,English
3615,English
3616,English
3617,English
3618,German
3619,English
3620,English
3621,English
3622,Telugu
3623,English
3624,English
3625,English
3626,English
3627,English
3628,English
3629,English
3630,Japanese
3631,English
3632,English
3633,English
3634,English
3635,French
3636,English
3637,English
3638,Italian
3639,English
3640,English
3641,English
3642,French
3643,English
3644,English
3645,English
3646,English
3647,English
3648,English
3649,English
3650,English
3651,English
3652,English
3653,English
3654,English
3655,English
3656,English
3657,English
3658,English
3659,English
3660,English
3661,English
3662,Korean
3663,Spanish
3663,Castilian
3664,English
3665,English
3666,English
3667,Korean
3668,English
3669,English
3670,Japanese
3671,English
3672,English
3673,English
3674,English
3675,Arabic
3676,English
3677,Chinese
3678,French
3679,English
3680,English
3681,English
3682,Japanese
3683,English
3684,English
3685,English
3686,Chinese
3687,English
3688,Russian
3689,English
3690,English
3691,English
3692,Japanese
3693,English
3694,English
3695,English
3696,English
3697,French
3698,English
3699,English
3700,Japanese
3701,English
3702,English
3703,English
3704,English
3705,English
3706,Korean
3707,Korean
3708,English
3709,English
3710,English
3711,English
3712,English
3713,Japanese
3714,English
3715,English
3716,English
3717,English
3718,Korean
3719,English
3720,English
3721,English
3722,Japanese
3723,Japanese
3724,English
3725,English
3726,English
3727,French
3728,English
3729,Japanese
3730,English
3731,Cantonese
3732,English
3733,English
3734,English
3735,English
3736,English
3737,English
3738,Spanish
3738,Castilian
3739,English
3740,Chinese
3741,English
3742,English
3743,English
3744,English
3745,English
3746,English
3747,Hungarian
3748,English
3749,English
3750,French
3751,English
3752,Hindi
3753,English
3754,English
3755,Spanish
3755,Castilian
3756,English
3757,English
3758,English
3759,Spanish
3759,Castilian
3760,English
3761,Korean
3762,English
3763,English
3764,Japanese
3765,English
3766,English
3767,English
3768,English
3769,French
3770,Japanese
3771,Korean
3772,English
3773,English
3774,English
3775,Japanese
3776,English
3777,English
3778,English
3779,English
3780,Chinese
3781,English
3782,English
3783,English
3784,English
3785,English
3786,Chinese
3787,English
3788,Japanese
3789,English
3790,English
3791,English
3792,English
3793,English
3794,English
3795,Italian
3796,Norwegian
3797,English
3798,English
3799,English
3800,English
3801,English
3802,English
3803,English
3804,English
3805,Korean
3806,English
3807,English
3808,English
3809,English
3810,English
3811,Chinese
3812,French
3813,English
3814,Spanish
3814,Castilian
3815,English
3816,Danish
3817,Japanese
3818,English
3819,English
3820,English
3821,English
3822,English
3823,Chinese
3824,English
3825,English
3826,English
3827,English
3828,English
3829,English
3830,English
3831,English
3832,English
3833,Cantonese
3834,English
3835,English
3836,Italian
3837,Korean
3838,English
3839,English
3840,English
3841,Swedish
3842,Korean
3843,English
3844,English
3845,Spanish
3845,Castilian
3846,English
3847,Japanese
3848,Spanish
3848,Castilian
3849,English
3850,English
3851,English
3852,English
3853,English
3854,English
3855,Korean
3856,English
3857,Japanese
3858,English
3859,English
3860,Spanish
3860,Castilian
3861,Italian
3862,English
3863,Korean
3864,English
3865,English
3866,English
3867,Korean
3868,English
3869,English
3870,English
3871,English
3872,Korean
3873,English
3874,German
3875,English
3876,English
3877,English
3878,Japanese
3879,Korean
3880,English
3881,English
3882,English
3883,English
3884,English
3885,Thai
3886,English
3887,English
3888,English
3889,Spanish
3889,Castilian
3890,English
3891,English
3892,English
3893,English
3894,English
3895,English
3896,English
3897,English
3898,Korean
3899,English
3900,English
3901,English
3902,English
3903,English
3904,English
3905,English
3906,English
3907,English
3908,English
3909,English
3910,English
3911,English
3912,English
3913,English
3914,English
3915,Korean
3916,English
3917,English
3918,English
3919,Japanese
3920,Japanese
3921,English
3922,English
3923,Japanese
3924,English
3925,English
3926,English
3927,English
3928,Korean
3929,Korean
3930,English
3931,English
3932,Chinese
3933,English
3934,Japanese
3935,English
3936,English
3937,Japanese
3938,English
3939,English
3940,Spanish
3940,Castilian
3941,Japanese
3942,English
3943,English
3944,English
3945,Malayalam
3946,Spanish
3946,Castilian
3947,English
3948,English
3949,English
3950,Korean
3951,English
3952,Japanese
3953,English
3954,Japanese
3955,German
3956,English
3957,English
3958,English
3959,English
3960,English
3961,English
3962,English
3963,English
3964,English
3965,English
3966,English
3967,English
3968,English
3969,English
3970,English
3971,English
3972,English
3973,English
3974,English
3975,English
3976,English
3977,English
3978,English
3979,Tagalog
3980,French
3981,English
3982,Chinese
3983,English
3984,English
3985,English
3986,Norwegian
3987,English
3988,English
3989,Japanese
3990,English
3991,French
3992,English
3993,English
3994,English
3995,French
3996,English
3997,English
3998,Japanese
3999,Japanese
4000,English
4001,English
4002,Italian
4003,English
4004,English
4005,English
4006,English
4007,English
4008,English
4009,English
4010,English
4011,English
4012,English
4013,English
4014,English
4015,English
4016,English
4017,English
4018,English
4019,English
4020,English
4021,English
4022,Korean
4023,Dutch
4023,Flemish
4024,English
4025,English
4026,Spanish
4026,Castilian
4027,English
4028,English
4029,Spanish
4029,Castilian
4030,English
4031,English
4032,Russian
4033,English
4034,English
4035,English
4036,Cantonese
4037,English
4038,English
4039,English
4040,English
4041,Japanese
4042,English
4043,English
4044,English
4045,English
4046,English
4047,English
4048,English
4049,English
4050,English
4051,Japanese
4052,English
4053,Japanese
4054,English
4055,Italian
4056,English
4057,Cantonese
4058,English
4059,Japanese
4060,English
4061,English
4062,English
4063,English
4064,Spanish
4064,Castilian
4065,English
4066,English
4067,English
4068,English
4069,English
4070,English
4071,Polish
4072,English
4073,English
4074,Japanese
4075,English
4076,English
4077,English
4078,English
4079,English
4080,English
4081,English
4082,English
4083,Japanese
4084,English
4085,English
4086,English
4087,Korean
4088,Japanese
4089,English
4090,English
4091,English
4092,English
4093,English
4094,English
4095,English
4096,English
4097,English
4098,English
4099,English
4100,English
4101,English
4102,English
4103,English
4104,English
4105,English
4106,English
4107,English
4108,English
4109,Malayalam
4110,English
4111,English
4112,English
4113,English
4114,English
4115,English
4116,English
4117,English
4118,French
4119,English
4120,English
4121,Portuguese
4122,English
4123,English
4124,English
4125,English
4126,English
4127,English
4128,English
4129,English
4130,English
4131,German
4132,French
4133,Spanish
4133,Castilian
4134,Thai
4135,Korean
4136,English
4137,English
4138,English
4139,English
4140,English
4141,Chinese
4142,English
4143,English
4144,English
4145,English
4146,Japanese
4147,English
4148,English
4149,English
4150,Spanish
4150,Castilian
4151,English
4152,English
4153,French
4154,English
4155,Korean
4156,English
4157,Japanese
4158,Korean
4159,Japanese
4160,English
4161,English
4162,Japanese
4163,Turkish
4164,English
4165,German
4166,English
4167,English
4168,Tagalog
4169,English
4170,English
4171,English
4172,English
4173,English
4174,English
4175,English
4176,English
4177,Hindi
4178,English
4179,English
4180,Norwegian
4181,Japanese
4182,English
4183,English
4184,German
4185,Japanese
4186,Japanese
4187,English
4188,English
4189,Chinese
4190,English
4191,English
4192,English
4193,English
4194,English
4195,English
4196,Korean
4197,French
4198,English
4199,Russian
4200,Korean
4201,English
4202,English
4203,English
4204,English
4205,English
4206,Korean
4207,English
4208,English
4209,English
4210,English
4211,English
4212,English
4213,English
4214,Norwegian
4215,English
4216,English
4217,English
4218,English
4219,English
4220,English
4221,English
4222,English
4223,English
4224,English
4225,English
4226,Japanese
4227,Danish
4228,English
4229,English
4230,French
4231,English
4232,Chinese
4233,Chinese
4234,English
4235,Italian
4236,English
4237,English
4238,English
4239,English
4240,Korean
4241,English
4242,English
4243,English
4244,Korean
4245,Greek
4246,English
4247,English
4248,English
4249,English
4250,English
4251,Korean
4252,Italian
4253,English
4254,English
4255,English
4256,English
4257,English
4258,English
4259,English
4260,Korean
4261,Cantonese
4262,English
4263,English
4264,English
4265,English
4266,English
4267,English
4268,English
4269,English
4270,English
4271,English
4272,English
4273,Spanish
4273,Castilian
4274,English
4275,English
4276,Korean
4277,English
4278,Cantonese
4279,English
4280,Japanese
4281,English
4282,English
4283,English
4284,English
4285,Spanish
4285,Castilian
4286,English
4287,English
4288,Cantonese
4289,English
4290,English
4291,English
4292,English
4293,German
4294,English
4295,English
4296,English
4297,English
4298,English
4299,English
4300,English
4301,Greek
4302,English
4303,English
4304,Japanese
4305,English
4306,English
4307,English
4308,English
4309,Japanese
4310,Korean
4311,English
4312,English
4313,English
4314,Korean
4315,English
4316,English
4317,English
4318,English
4319,English
4320,English
4321,English
4322,English
4323,English
4324,English
4325,English
4326,English
4327,English
4328,English
4329,Korean
4330,Marathi
4331,Korean
4332,English
4333,Cantonese
4334,English
4335,English
4336,English
4337,English
4338,English
4339,English
4340,English
4341,Japanese
4342,English
4343,English
4344,English
4345,English
4346,German
4347,French
4348,Russian
4349,Korean
4350,English
4351,English
4352,English
4353,English
4354,Japanese
4355,Spanish
4355,Castilian
4356,English
4357,English
4358,Italian
4359,English
4360,English
4361,Polish
4362,Italian
4363,English
4364,English
4365,English
4366,Korean
4367,English
4368,English
4369,Oriya
4370,Spanish
4370,Castilian
4371,Italian
4372,English
4373,Japanese
4374,English
4375,English
4376,English
4377,English
4378,English
4379,English
4380,English
4381,English
4382,English
4383,English
4384,Korean
4385,English
4386,English
4387,Japanese
4388,English
4389,English
4390,English
4391,English
4392,English
4393,English
4394,English
4395,English
4396,English
4397,Spanish
4397,Castilian
4398,English
4399,English
4400,English
4401,English
4402,Italian
4403,English
4404,English
4405,French
4406,English
4407,English
4408,English
4409,Japanese
4410,Japanese
4411,English
4412,English
4413,English
4414,English
4415,Cantonese
4416,Thai
4417,Chinese
4418,Tagalog
4419,English
4420,English
4421,Bengali
4422,English
4423,English
4424,English
4425,Korean
4426,English
4427,English
4428,English
4429,English
4430,English
4431,Japanese
4432,English
4433,Japanese
4434,English
4435,Spanish
4435,Castilian
4436,English
4437,Japanese
4438,English
4439,English
4440,Cantonese
4441,English
4442,English
4443,English
4444,English
4445,English
4446,English
4447,English
4448,Japanese
4449,English
4450,French
4451,English
4452,English
4453,Japanese
4454,English
4455,Chinese
4456,English
4457,Chinese
4458,English
4459,English
4460,Korean
4461,English
4462,English
4463,English
4464,French
4465,French
4466,English
4467,Polish
4468,English
4469,English
4470,English
4471,English
4472,English
4473,Spanish
4473,Castilian
4474,English
4475,English
4476,English
4477,English
4478,English
4479,English
4480,English
4481,English
4482,English
4483,English
4484,English
4485,English
4486,Japanese
4487,Tagalog
4488,English
4489,English
4490,Japanese
4491,English
4492,English
4493,Korean
4494,French
4495,English
4496,English
4497,English
4498,English
4499,English
4500,Portuguese
4501,English
4502,English
4503,English
4504,English
4505,English
4506,English
4507,English
4508,English
4509,English
4510,English
4511,Spanish
4511,Castilian
4512,Japanese
4513,Japanese
4514,English
4515,French
4516,English
4517,Spanish
4517,Castilian
4518,English
4519,Chinese
4520,English
4521,English
4522,English
4523,Spanish
4523,Castilian
4524,English
4525,English
4526,English
4527,English
4528,French
4529,Japanese
4530,English
4531,English
4532,English
4533,English
4534,English
4535,English
4536,Japanese
4537,Chinese
4538,English
4539,English
4540,English
4541,English
4542,Japanese
4543,Korean
4544,Spanish
4544,Castilian
4545,Japanese
4546,German
4547,English
4548,English
4549,Tamil
4550,Japanese
4551,English
4552,English
4553,Korean
4554,English
4555,English
4556,English
4557,English
4558,English
4559,French
4560,German
4561,Korean
4562,Spanish
4562,Castilian
4563,Korean
4564,English
4565,English
4566,Korean
4567,English
4568,English
4569,English
4570,English
4571,English
4572,French
4573,English
4574,English
4575,Korean
4576,Korean
4577,French
4578,English
4579,English
4580,English
4581,English
4582,Japanese
4583,Spanish
4583,Castilian
4584,English
4585,English
4586,English
4587,English
4588,English
4589,English
4590,Japanese
4591,English
4592,Japanese
4593,English
4594,Japanese
4595,English
4596,English
4597,French
4598,English
4599,English
4600,English
4601,English
4602,English
4603,Korean
4604,English
4605,English
4606,English
4607,English
4608,English
4609,Japanese
4610,English
4611,English
4612,Spanish
4612,Castilian
4613,English
4614,Hindi
4615,Telugu
4616,English
4617,English
4618,English
4619,Italian
4620,English
4621,English
4622,English
4623,English
4624,English
4625,English
4626,English
4627,English
4628,Spanish
4628,Castilian
4629,English
4630,French
4631,English
4632,English
4633,English
4634,Russian
4635,English
4636,English
4637,English
4638,English
4639,English
4640,English
4641,English
4642,English
4643,English
4644,Japanese
4645,Japanese
4646,English
4647,Chinese
4648,Chinese
4649,English
4650,English
4651,Danish
4652,English
4653,English
4654,French
4655,English
4656,English
4657,Japanese
4658,English
4659,English
4660,English
4661,Dutch
4661,Flemish
4662,Tagalog
4663,English
4664,Tagalog
4665,Japanese
4666,English
4667,English
4668,English
4669,English
4670,Korean
4671,English
4672,English
4673,English
4674,English
4675,English
4676,English
4677,Japanese
4678,English
4679,Polish
4680,English
4681,English
4682,English
4683,English
4684,English
4685,English
4686,English
4687,Chinese
4688,English
4689,French
4690,English
4691,Japanese
4692,English
4693,English
4694,Spanish
4694,Castilian
4695,English
4696,English
4697,English
4698,English
4699,English
4700,Russian
4701,Japanese
4702,Russian
4703,English
4704,English
4705,English
4706,German
4707,Chinese
4708,English
4709,English
4710,English
4711,English
4712,English
4713,English
4714,English
4715,English
4716,English
4717,English
4718,English
4719,English
4720,English
4721,English
4722,English
4723,English
4724,English
4725,English
4726,English
4727,English
4728,Korean
4729,Persian
4730,English
4731,English
4732,English
4733,English
4734,English
4735,English
4736,Turkish
4737,English
4738,English
4739,English
4740,English
4741,Korean
4742,English
4743,English
4744,English
4745,English
4746,English
4747,English
4748,English
4749,Korean
4750,English
4751,French
4752,English
4753,English
4754,English
4755,Spanish
4755,Castilian
4756,English
4757,French
4758,English
4759,English
4760,Korean
4761,English
4762,English
4763,English
4764,Bengali
4765,English
4766,English
4767,English
4768,English
4769,English
4770,French
4771,English
4772,English
4773,English
4774,English
4775,English
4776,English
4777,English
4778,English
4779,Turkish
4780,English
4781,English
4782,English
4783,English
4784,English
4785,English
4786,English
4787,English
4788,Japanese
4789,English
4790,German
4791,English
4792,English
4793,English
4794,English
4795,Japanese
4796,English
4797,English
4798,English
4799,English
4800,German
4801,English
4802,Japanese
4803,English
4804,English
4805,Spanish
4805,Castilian
4806,Cantonese
4807,English
4808,English
4809,English
4810,Korean
4811,English
4812,English
4813,No Language
4814,Cantonese
4815,English
4816,English
4817,Japanese
4818,English
4819,English
4820,English
4821,English
4822,Cantonese
4823,Japanese
4824,English
4825,English
4826,English
4827,English
4828,Spanish
4828,Castilian
4829,Japanese
4830,Turkish
4831,English
4832,English
4833,Japanese
4834,English
4835,Korean
4836,English
4837,Spanish
